UF;Zona;Partido;Gênero;Grau de escolaridade;Faixa etária;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
RS;113;REPUBLICANOS;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;7;0,3182;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;4;0,1818;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;1;0,0455;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;2;0,0909;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;7;0,3043;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;6;0,2609;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;9;0,3913;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;1;0,0435;0;1;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;LÊ E ESCREVE;21 a 24 anos;1;1;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;113;REPUBLICANOS;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;3;0,5;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;2;0,087;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;7;0,3043;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;6;0,2609;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;4;0,1739;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;4;0,1739;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;8;0,7273;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;3;0,2727;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;4;0,3636;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;4;0,3636;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;LÊ E ESCREVE;45 a 59 anos;2;1;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;5;0,4545;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;3;0,6;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;0,1;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;4;0,4;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;5;0,5;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;0,0588;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;2;0,1176;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;7;0,4118;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;6;0,3529;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,0588;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;5;0,2941;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;1;0,0588;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;9;0,5294;0;1;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;2;0,1176;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;6;0,2857;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;10;0,4762;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;4;0,1905;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;1;0,0476;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;LÊ E ESCREVE;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;113;SOLIDARIEDADE;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ANALFABETO;70 a 79 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ANALFABETO;Superior a 79 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;0,0256;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;5;0,1282;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;14;0,359;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;11;0,2821;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;8;0,2051;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;8;0,1039;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;20;0,2597;0;1;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;24;0,3117;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;19;0,2468;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;6;0,0779;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;18 a 20 anos;1;0,0179;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;2;0,0357;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;7;0,125;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;15;0,2679;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;15;0,2679;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;13;0,2321;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;3;0,0536;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;0,027;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;9;0,2432;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;12;0,3243;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;10;0,2703;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;5;0,1351;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;LÊ E ESCREVE;60 a 69 anos;4;0,5;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;LÊ E ESCREVE;Superior a 79 anos;4;0,5;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;1;0,0323;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;6;0,1935;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;6;0,1935;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;9;0,2903;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;6;0,1935;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;3;0,0968;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;6;0,5455;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ANALFABETO;Superior a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,08;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;6;0,24;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;9;0,36;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;4;0,16;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;4;0,16;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;6;0,0857;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;27;0,3857;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;23;0,3286;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;8;0,1143;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;6;0,0857;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;18 a 20 anos;1;0,027;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;7;0,1892;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;12;0,3243;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;6;0,1622;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;5;0,1351;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;6;0,1622;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;3;0,0882;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;9;0,2647;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;13;0,3824;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;4;0,1176;0;1;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;4;0,1176;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;1;0,0294;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;LÊ E ESCREVE;45 a 59 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;LÊ E ESCREVE;60 a 69 anos;2;0,5;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;LÊ E ESCREVE;70 a 79 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;2;0,0625;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;4;0,125;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;7;0,2188;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;7;0,2188;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;5;0,1563;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;7;0,2188;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,0476;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;4;0,1905;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;6;0,2857;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;8;0,381;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;1;0,0476;0;0;2024-10-04 18:04:53
RS;113;UNIÃO;MASCULINO;SUPERIOR INCOMPLETO;Superior a 79 anos;1;0,0476;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;1;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO MÉDIO COMPLETO;21 a 24 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO MÉDIO INCOMPLETO;16 anos;1;0,1429;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;2;0,2857;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;2;0,2857;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;2;0,2857;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;2;0,5;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;SUPERIOR INCOMPLETO;21 a 24 anos;3;0,3;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;6;0,6;0;0;2024-10-04 18:04:53
RS;113;UP;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,1;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;ENSINO MÉDIO COMPLETO;21 a 24 anos;4;0,8;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;ENSINO MÉDIO INCOMPLETO;18 a 20 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;2;0,4;0;1;2024-10-04 18:04:53
RS;113;UP;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;SUPERIOR INCOMPLETO;21 a 24 anos;3;0,2727;0;0;2024-10-04 18:04:53
RS;113;UP;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;8;0,7273;0;0;2024-10-04 18:04:53
RS;114;AGIR;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;AGIR;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;2;0,5;0;0;2024-10-04 18:04:53
RS;114;AGIR;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;114;AGIR;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;114;AGIR;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;114;AGIR;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;2;0,5;0;0;2024-10-04 18:04:53
RS;114;AGIR;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;114;AGIR;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;AGIR;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;2;0,5;0;0;2024-10-04 18:04:53
RS;114;AGIR;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;114;AGIR;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;114;AGIR;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;3;0,6;0;0;2024-10-04 18:04:53
RS;114;AGIR;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;2;0,4;0;0;2024-10-04 18:04:53
RS;114;AGIR;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;2;1;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;3;0,75;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;2;0,6667;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;LÊ E ESCREVE;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;AVANTE;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;AVANTE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;AVANTE;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;2;0,4;0;0;2024-10-04 18:04:53
RS;114;AVANTE;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;114;AVANTE;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;2;0,4;0;0;2024-10-04 18:04:53
RS;114;AVANTE;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;AVANTE;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;1;1;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ANALFABETO;35 a 44 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ANALFABETO;45 a 59 anos;3;0,2727;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ANALFABETO;60 a 69 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;114;CIDADANIA;FEMININO;ANALFABETO;70 a 79 anos;3;0,2727;0;0;2024-10-04 18:04:53
